polish,english,category,subtext,accepted_answers,frequency_rank
pisał,he wrote,misc,,"[""he wrote""]",847
jezioro,lake,misc,(also: lake),"[""lake"",""jezioro""]",848
więzień,prisoner,misc,"(also: więźnia, więźniem)","[""prisoner"",""więzień"",""wiezien"",""więźnia"",""wieznia"",""więźniem"",""wiezniem""]",850
madison,madison,misc,,"[""madison""]",851
lud,folk,misc,,"[""folk""]",852
przejdę,I will go,misc,,"[""i will go""]",853
zapamiętać,memorize,misc,,"[""memorize""]",854
radar,radar,misc,,"[""radar""]",855
złoty,gold,misc,(also: złote),"[""gold"",""złoty"",""zloty"",""złote"",""zlote""]",856
poczucia,sense,misc,(also: wyczuć),"[""sense"",""poczucia"",""wyczuć"",""wyczuc""]",857
planet,planets,misc,,"[""planets""]",858
wilk,wolf,misc,,"[""wolf""]",859
sukcesu,success,misc,,"[""success""]",860
sumienia,consciences,noun,,"[""consciences""]",861
departament,department,misc,"(also: departamentu, dział, działu, wydziale)","[""department"",""departament"",""departamentu"",""dział"",""dzial"",""działu"",""dzialu"",""wydziale""]",862
ciotka,aunt,misc,,"[""aunt""]",863
szok,shock,misc,(also: wstrząs),"[""shock"",""szok"",""wstrząs"",""wstrzas""]",864
różnicę,difference,misc,,"[""difference""]",865
instynkt,instinct,misc,,"[""instinct""]",867
gazetę,newspaper,misc,,"[""newspaper""]",868
at,at,misc,,"[""at""]",869
wyobraźni,imagination,misc,,"[""imagination""]",870
marco,marco,misc,,"[""marco""]",871
sucho,dry,misc,,"[""dry""]",872
dranie,bastards,noun,,"[""bastards""]",873
zabijania,killings,noun,,"[""killings""]",875
dzisiejszym,today's,misc,"(also: dzisiejszej, dzisiejszych, dzisiejsze)","[""today's"",""dzisiejszym"",""dzisiejszej"",""dzisiejszych"",""dzisiejsze""]",876
gotówki,cash,misc,"(also: gotówką, gotówkę)","[""cash"",""gotówki"",""gotowki"",""gotówką"",""gotowka"",""gotówkę"",""gotowke""]",878
dużych,large,misc,,"[""large""]",879
pracowaliśmy,we worked,misc,,"[""we worked""]",880
mikołaja,michael,misc,,"[""michael""]",882
przebywać,live,misc,"(also: żywych, zamieszkać, żywe, żyj, żywa)","[""live"",""przebywać"",""przebywac"",""żywych"",""zywych"",""zamieszkać"",""zamieszkac"",""żywe"",""zywe"",""żyj"",""zyj"",""żywa"",""zywa""]",883
kurt,kurt,misc,,"[""kurt""]",884
przejmuje,takes over,misc,,"[""takes over""]",885
wystarczyło,enough,misc,(also: wystarcza),"[""enough"",""wystarczyło"",""wystarczylo"",""wystarcza""]",886
przeszliśmy,we passed,misc,,"[""we passed""]",887
warren,warren,misc,,"[""warren""]",888
penisa,penis,misc,,"[""penis""]",889
znajdują,find,misc,,"[""find""]",890
kierowcą,driver,misc,,"[""driver""]",891
przepraszać,apologize,misc,,"[""apologize""]",892
zabaw,plays,misc,,"[""plays""]",893
ciastka,cookies,misc,,"[""cookies""]",894
pojazd,vehicle,misc,,"[""vehicle""]",895
tęskniłem,missed,misc,(also: tęskniłam),"[""missed"",""tęskniłem"",""tesknilem"",""tęskniłam"",""tesknilam""]",896
duchów,ghosts,misc,,"[""ghosts""]",897
spała,slept,misc,,"[""slept""]",898
drzew,trees,misc,,"[""trees""]",899
odpowiednim,appropriate,misc,(also: odpowiednią),"[""appropriate"",""odpowiednim"",""odpowiednią"",""odpowiednia""]",900
radzić,advise,verb,,"[""advise""]",901
interesują,are interested in,misc,,"[""are interested in""]",902
angel,angel,misc,"(also: anioła, aniołem)","[""angel"",""anioła"",""aniola"",""aniołem"",""aniolem""]",903
pomysłem,idea,misc,,"[""idea""]",904
oddasz,you will donate,misc,,"[""you will donate""]",905
produkcji,production,misc,,"[""production""]",907
zastrzyk,injection,misc,,"[""injection""]",908
ścigać,pursue,misc,,"[""pursue""]",909
zwyczajnie,simply,adverb,,"[""simply""]",910
zapisać,save,misc,"(also: zapisz, oszczędź)","[""save"",""zapisać"",""zapisac"",""zapisz"",""oszczędź"",""oszczedz""]",912
pozycja,position,misc,,"[""position""]",913
cassie,cassie,misc,,"[""cassie""]",914
wskazówki,tips,misc,(also: wskazówek),"[""tips"",""wskazówki"",""wskazowki"",""wskazówek"",""wskazowek""]",915
fortunę,fortune,misc,,"[""fortune""]",916
strzelił,fired,misc,,"[""fired""]",917
pasażerów,passengers,misc,,"[""passengers""]",918
trzymamy,we hold,misc,,"[""we hold""]",919
ojej,oh my,misc,,"[""oh my""]",920
koła,wheels,misc,,"[""wheels""]",921
kg,kg,misc,,"[""kg""]",922
śmiejesz,laugh,misc,(also: śmiej),"[""laugh"",""śmiejesz"",""smiejesz"",""śmiej"",""smiej""]",923
dowiedziałeś,learned,misc,(also: dowiedzieli),"[""learned"",""dowiedziałeś"",""dowiedziales"",""dowiedzieli""]",924
duchu,spirit,misc,,"[""spirit""]",925
pobawić,play,verb,"(also: graj, zagramy, gracie, bawimy)","[""play"",""pobawić"",""pobawic"",""graj"",""zagramy"",""gracie"",""bawimy""]",926
restauracja,restaurant,misc,(also: restaurację),"[""restaurant"",""restauracja"",""restaurację"",""restauracje""]",927
posiadłości,estates,misc,,"[""estates""]",928
amber,amber,misc,,"[""amber""]",929
charliego,charlie,misc,,"[""charlie""]",930
angie,angie,misc,,"[""angie""]",931
ciszy,silence,misc,"(also: milczenie, ciszę)","[""silence"",""ciszy"",""milczenie"",""ciszę"",""cisze""]",932
unikać,avoid,misc,,"[""avoid""]",934
wypij,drink,misc,(also: drink),"[""drink"",""wypij""]",935
jeziora,lakes,misc,,"[""lakes""]",936
uciekli,escaped,misc,(also: uciekłem),"[""escaped"",""uciekli"",""uciekłem"",""ucieklem""]",937
pił,saws,misc,,"[""saws""]",939
maya,maya,misc,,"[""maya""]",940
klucza,key,misc,,"[""key""]",941
zmarłych,deceased,misc,(also: zmarłego),"[""deceased"",""zmarłych"",""zmarlych"",""zmarłego"",""zmarlego""]",942
zajęciach,classes,misc,,"[""classes""]",943
popołudnie,afternoon,adverb,,"[""afternoon""]",944
kwiatów,flowers,misc,,"[""flowers""]",945
zagrożeniem,threat,misc,,"[""threat""]",946
znajomi,friends,misc,"(also: przyjaciółkami, znajomym)","[""friends"",""znajomi"",""przyjaciółkami"",""przyjaciolkami"",""znajomym""]",947
medyczne,medical,adjective,(also: medycznej),"[""medical"",""medyczne"",""medycznej""]",948
hiszpanii,spain,misc,,"[""spain""]",949
buddy,buddy,misc,,"[""buddy""]",950
bylibyśmy,we would be,misc,,"[""we would be""]",952
bones,bones,misc,,"[""bones""]",953
collins,collins,misc,,"[""collins""]",954
ogromną,huge,misc,(also: ogromna),"[""huge"",""ogromną"",""ogromna""]",955
partii,parties,misc,,"[""parties""]",956
studentów,students,misc,(also: uczniowie),"[""students"",""studentów"",""studentow"",""uczniowie""]",957
rosie,rosie,misc,,"[""rosie""]",958
obudził,woke up,misc,(also: obudziłam),"[""woke up"",""obudził"",""obudzil"",""obudziłam"",""obudzilam""]",959
kontakty,contacts,misc,,"[""contacts""]",961
wyglądacie,you look,noun,,"[""you look""]",962
przytrafiło,happened to,misc,,"[""happened to""]",963
warp,warp,misc,,"[""warp""]",964
siedzą,sit,misc,(also: siadać),"[""sit"",""siedzą"",""siedza"",""siadać"",""siadac""]",965
wspominając,mentioning,misc,,"[""mentioning""]",966
pizza,pizza,misc,,"[""pizza""]",967
gust,taste,misc,(also: smaku),"[""taste"",""gust"",""smaku""]",968
romeo,romeo,misc,,"[""romeo""]",969
danie,dish,noun,,"[""dish""]",970
przeczytałem,read,misc,"(also: czytaj, czytał, odczytać)","[""read"",""przeczytałem"",""przeczytalem"",""czytaj"",""czytał"",""czytal"",""odczytać"",""odczytac""]",971
akcje,shares,misc,(also: dzieli),"[""shares"",""akcje"",""dzieli""]",972
zaoferować,offer,verb,,"[""offer""]",973
niegrzeczny,naughty,adjective,(also: niegrzeczne),"[""naughty"",""niegrzeczny"",""niegrzeczne""]",974
byłego,former,misc,"(also: byłą, dawnych, byłym)","[""former"",""byłego"",""bylego"",""byłą"",""byla"",""dawnych"",""byłym"",""bylym""]",975
natomiast,but,misc,,"[""but""]",976
eee,eee,misc,,"[""eee""]",977
mieszkamy,we live,misc,,"[""we live""]",979
scotty,scotty,misc,,"[""scotty""]",980
as,ace,misc,,"[""ace""]",981
maleńka,tiny,misc,"(also: malutki, malutka)","[""tiny"",""maleńka"",""malenka"",""malutki"",""malutka""]",982
urodzenia,births,noun,,"[""births""]",983
wykonania,performances,noun,(also: przedstawienia),"[""performances"",""wykonania"",""przedstawienia""]",984
pielęgniarka,nurse,misc,(also: pielęgniarką),"[""nurse"",""pielęgniarka"",""pielegniarka"",""pielęgniarką""]",985
wierzył,believed,misc,"(also: uwierzył, wierzyłem)","[""believed"",""wierzył"",""wierzyl"",""uwierzył"",""uwierzyl"",""wierzyłem"",""wierzylem""]",986
sygnału,signal,misc,,"[""signal""]",988
ubrany,dressed,adjective,(also: ubrana),"[""dressed"",""ubrany"",""ubrana""]",989
minę,mine,misc,(also: mina),"[""mine"",""minę"",""mina""]",991
powiedziane,said,adjective,,"[""said""]",992
podobna,similar,adjective,(also: podobnych),"[""similar"",""podobna"",""podobnych""]",993
wyniku,outcome,misc,,"[""outcome""]",994
pozwalasz,you allow,misc,,"[""you allow""]",996
mamusi,moms,misc,,"[""moms""]",997
olej,oil,misc,"(also: oleju, ropy)","[""oil"",""olej"",""oleju"",""ropy""]",998
rodzinny,family,adjective,,"[""family""]",1001
straci,will lose,misc,,"[""will lose""]",1002
braćmi,brothers,misc,,"[""brothers""]",1003
rozmawiała,interviewed,misc,,"[""interviewed""]",1004
współrzędne,coordinates,adjective,,"[""coordinates""]",1005
bookman,bookman,misc,,"[""bookman""]",1006
gadania,talks,noun,,"[""talks""]",1007
roberta,robert,misc,,"[""robert""]",1008
harold,harold,misc,,"[""harold""]",1009
przedstawiam,Introducing,misc,,"[""introducing""]",1011
sztuk,pieces,misc,,"[""pieces""]",1014
gotowości,readiness,misc,,"[""readiness""]",1015
wycieczka,tour,misc,,"[""tour""]",1016
rozkazów,orders,misc,,"[""orders""]",1017
opowiadać,narrate,misc,,"[""narrate""]",1018
erica,erica,misc,,"[""erica""]",1019
kupiła,bought,misc,,"[""bought""]",1022
dodatku,allowance,misc,,"[""allowance""]",1023
najprawdopodobniej,most likely,misc,,"[""most likely""]",1024
zatańczyć,dance,verb,,"[""dance""]",1025
korzystać,benefit,misc,(also: korzyść),"[""benefit"",""korzystać"",""korzystac"",""korzyść"",""korzysc""]",1026
księgi,books,misc,,"[""books""]",1027
całości,total,misc,"(also: łącznie, całkowitą)","[""total"",""całości"",""calosci"",""łącznie"",""lacznie"",""całkowitą"",""calkowita""]",1028
podekscytowany,excited,adjective,(also: podekscytowana),"[""excited"",""podekscytowany"",""podekscytowana""]",1029
czekając,waiting,misc,,"[""waiting""]",1030
sprytny,clever,adjective,(also: sprytne),"[""clever"",""sprytny"",""sprytne""]",1031
kulkę,ball,misc,,"[""ball""]",1032
obserwuje,is watching,misc,,"[""is watching""]",1033
wybierać,choose,misc,,"[""choose""]",1034
min,min,misc,,"[""min""]",1035
profesora,professor,misc,,"[""professor""]",1036
koszulkę,shirt,misc,"(also: koszuli, koszula)","[""shirt"",""koszulkę"",""koszulke"",""koszuli"",""koszula""]",1037
związany,linked,adjective,(also: połączone),"[""linked"",""związany"",""zwiazany"",""połączone"",""polaczone""]",1038
samoloty,planes,misc,,"[""planes""]",1039
zatrzymamy,we'll stop,misc,,"[""we'll stop""]",1041
zostawiać,leave,misc,"(also: zostawimy, wyjeżdżamy, zostawmy, opuszczę, opuszczać)","[""leave"",""zostawiać"",""zostawiac"",""zostawimy"",""wyjeżdżamy"",""wyjezdzamy"",""zostawmy"",""opuszczę"",""opuszcze"",""opuszczać"",""opuszczac""]",1042
najważniejsza,most important,misc,(also: najważniejszy),"[""most important"",""najważniejsza"",""najwazniejsza"",""najważniejszy"",""najwazniejszy""]",1043
podwieźć,pick up,misc,(also: odbieram),"[""pick up"",""podwieźć"",""podwiezc"",""odbieram""]",1044
gardła,throats,misc,,"[""throats""]",1046
christine,christine,adjective,,"[""christine""]",1047
zdrowe,healthy,adjective,(also: zdrowa),"[""healthy"",""zdrowe"",""zdrowa""]",1048
przyczyny,reasons,adjective,,"[""reasons""]",1049
nelson,nelson,misc,,"[""nelson""]",1050
radia,radios,misc,,"[""radios""]",1051
lodówce,fridge,misc,,"[""fridge""]",1052
pysk,muzzle,misc,,"[""muzzle""]",1053
krawędzi,edges,misc,,"[""edges""]",1054
piątej,fifth,misc,(also: piąty),"[""fifth"",""piątej"",""piatej"",""piąty"",""piaty""]",1055
barbara,barbara,misc,,"[""barbara""]",1056
daliśmy,we gave,misc,,"[""we gave""]",1057
zasięg,reach,misc,(also: dodzwonić),"[""reach"",""zasięg"",""zasieg"",""dodzwonić"",""dodzwonic""]",1058
zwłok,corpse,misc,(also: trup),"[""corpse"",""zwłok"",""zwlok"",""trup""]",1060
księdza,priest,misc,(also: księdzem),"[""priest"",""księdza"",""ksiedza"",""księdzem"",""ksiedzem""]",1061
przyjemne,pleasant,adjective,,"[""pleasant""]",1062
wyciągnął,pulled,misc,,"[""pulled""]",1063
komórka,cell,misc,,"[""cell""]",1064
shirley,shirley,misc,,"[""shirley""]",1065
cuda,wonders,misc,(also: zastanawia),"[""wonders"",""cuda"",""zastanawia""]",1066
uniwersytecie,university,noun,"(also: uniwersytet, uniwersytetu)","[""university"",""uniwersytecie"",""uniwersytet"",""uniwersytetu""]",1067
gazet,newspapers,misc,(also: gazetach),"[""newspapers"",""gazet"",""gazetach""]",1069
specjalnych,special,misc,"(also: specjalna, specjalną)","[""special"",""specjalnych"",""specjalna"",""specjalną""]",1070
napisałeś,you wrote,misc,,"[""you wrote""]",1071
przydać,be useful,misc,,"[""be useful""]",1072
samantha,samantha,misc,,"[""samantha""]",1073
down,down,misc,,"[""down""]",1074
dba,dba,misc,,"[""dba""]",1076
eh,eh,misc,,"[""eh""]",1078
ukochany,beloved,adjective,(also: ukochana),"[""beloved"",""ukochany"",""ukochana""]",1080
włamanie,burglary,noun,,"[""burglary""]",1081
przyjął,accepted,misc,,"[""accepted""]",1082
wymyślił,invented,misc,(also: wymyśliłem),"[""invented"",""wymyślił"",""wymyslil"",""wymyśliłem"",""wymyslilem""]",1083
najlepszymi,the best,misc,,"[""the best"",""best""]",1084
dwukrotnie,twice,adverb,,"[""twice""]",1085
wyszedłeś,you left,misc,(also: wyszłaś),"[""you left"",""wyszedłeś"",""wyszedles"",""wyszłaś"",""wyszlas""]",1087
uderzenia,impacts,noun,(also: wpływa),"[""impacts"",""uderzenia"",""wpływa"",""wplywa""]",1088
wybrała,chose,misc,,"[""chose""]",1090
większej,greater,misc,(also: większym),"[""greater"",""większej"",""wiekszej"",""większym"",""wiekszym""]",1091
stawia,puts,misc,,"[""puts""]",1092
robienia,making,noun,"(also: robienie, zrobienie)","[""making"",""robienia"",""robienie"",""zrobienie""]",1093
krótki,short,misc,,"[""short""]",1094
wiosce,village,misc,(also: wioska),"[""village"",""wiosce"",""wioska""]",1095
skrzywdził,harmed,misc,,"[""harmed""]",1097
metalu,metal,misc,(also: metal),"[""metal"",""metalu""]",1098
wygramy,we will win,misc,,"[""we will win""]",1099
mapa,map,misc,,"[""map""]",1100
doprowadzi,will lead,misc,(also: zaprowadzi),"[""will lead"",""doprowadzi"",""zaprowadzi""]",1103
palmer,palmer,misc,,"[""palmer""]",1104
kontroluje,controls,misc,,"[""controls""]",1105
omówić,discuss,verb,,"[""discuss""]",1106
najgorszym,worst,misc,(also: najgorsza),"[""worst"",""najgorszym"",""najgorsza""]",1107
nazywała,she called,misc,,"[""she called""]",1108
odwrót,retreat,misc,,"[""retreat""]",1110
sharon,sharon,misc,,"[""sharon""]",1113
paris,paris,misc,(also: paryż),"[""paris"",""paryż"",""paryz""]",1114
zgodziła,agreed,misc,,"[""agreed""]",1115
niz,than,misc,,"[""than""]",1116
lindsay,lindsay,misc,,"[""lindsay""]",1117
odciąć,cut off,verb,,"[""cut off""]",1118
dolary,dollars,misc,,"[""dollars""]",1119
wydawał,issued,misc,,"[""issued""]",1120
członkowie,members,adverb,,"[""members""]",1121
franklin,franklin,misc,,"[""franklin""]",1122
niewinna,innocent,adjective,,"[""innocent""]",1123
lotniska,airports,adjective,,"[""airports""]",1124
swoja,its,misc,,"[""its""]",1126
wpadnie,drops by,adverb,(also: wpada),"[""drops by"",""wpadnie"",""wpada""]",1127
technicznie,technically,adverb,,"[""technically""]",1128
sprawdziłam,checked,misc,,"[""checked""]",1129
kupuję,buy,misc,"(also: kupować, kupisz, kupimy)","[""buy"",""kupuję"",""kupuje"",""kupować"",""kupowac"",""kupisz"",""kupimy""]",1130
sprowadź,bring,misc,(also: przyprowadzić),"[""bring"",""sprowadź"",""sprowadz"",""przyprowadzić"",""przyprowadzic""]",1131
nauczyciela,teacher,misc,(also: nauczycielką),"[""teacher"",""nauczyciela"",""nauczycielką"",""nauczycielka""]",1132
oddziału,branch,misc,,"[""branch""]",1135
życzysz,wish,misc,,"[""wish""]",1136
obawiać,worry,misc,(also: martwcie),"[""worry"",""obawiać"",""obawiac"",""martwcie""]",1137
mur,wall,misc,(also: wall),"[""wall"",""mur""]",1138
cierpieć,suffer,verb,,"[""suffer""]",1139
pracownicy,employees,misc,,"[""employees""]",1140
treningu,training,misc,,"[""training""]",1141
si,si,misc,,"[""si""]",1142
perry,perry,misc,,"[""perry""]",1143
pusta,blank,misc,,"[""blank""]",1144
abyście,so that you,noun,,"[""so that you""]",1145
wydarzenie,event,noun,,"[""event""]",1147
guy,guy,misc,(also: facetowi),"[""guy"",""facetowi""]",1148
przyjemnie,pleasantly,adverb,,"[""pleasantly""]",1149
koniecznie,necessarily,adverb,,"[""necessarily""]",1150
ataki,attacks,misc,(also: atakuje),"[""attacks"",""ataki"",""atakuje""]",1151
owak,owak,misc,,"[""owak""]",1152
czujniki,sensors,misc,,"[""sensors""]",1153
usłyszysz,you'll hear,misc,,"[""you'll hear""]",1154
doprowadza,brings,misc,,"[""brings""]",1156
sonny,sonny,adjective,,"[""sonny""]",1157
znakomicie,brilliantly,noun,,"[""brilliantly""]",1158
kartkę,card,misc,,"[""card""]",1159
ludu,the people,misc,,"[""the people"",""people""]",1160
raportu,report,misc,(also: raporcie),"[""report"",""raportu"",""raporcie""]",1161
kształt,shape,misc,(also: kształcie),"[""shape"",""kształt"",""ksztalt"",""kształcie"",""ksztalcie""]",1162
milo,milo,misc,,"[""milo""]",1163
złamane,broken,adjective,,"[""broken""]",1164
stronach,Pages,misc,,"[""pages""]",1166
uszkodzenia,damages,noun,(also: szkody),"[""damages"",""uszkodzenia"",""szkody""]",1167
stark,stark,misc,,"[""stark""]",1168
grosza,penny,misc,,"[""penny""]",1169
zamknęli,closed,misc,,"[""closed""]",1170
zawód,profession,misc,,"[""profession""]",1171
starał,tried,misc,,"[""tried""]",1174
lenny,lenny,adjective,,"[""lenny""]",1175
tracić,lose,verb,"(also: zgubić, przegrać)","[""lose"",""tracić"",""tracic"",""zgubić"",""zgubic"",""przegrać"",""przegrac""]",1176
suką,bitch,misc,,"[""bitch""]",1177
uczysz,you teach,misc,,"[""you teach""]",1180
kawiarni,cafes,misc,,"[""cafes""]",1181
osobista,personal,misc,"(also: osobisty, osobistych)","[""personal"",""osobista"",""osobisty"",""osobistych""]",1182
leslie,leslie,misc,,"[""leslie""]",1183
stajesz,you stand,misc,,"[""you stand""]",1184
legalnie,legally,adverb,,"[""legally""]",1185
ucieczka,escape,misc,"(also: ucieczkę, uciekniesz)","[""escape"",""ucieczka"",""ucieczkę"",""ucieczke"",""uciekniesz""]",1186
zaszkodzi,will harm,misc,,"[""will harm""]",1187
żałować,regret,verb,,"[""regret""]",1189
sądem,court,misc,(also: dworze),"[""court"",""sądem"",""sadem"",""dworze""]",1190
urok,charm,misc,,"[""charm""]",1191
daniela,daniel,misc,,"[""daniel""]",1192
pracowałeś,you worked,misc,,"[""you worked""]",1193
walczymy,we fight,misc,,"[""we fight""]",1194
nade,above,misc,(also: powyżej),"[""above"",""nade"",""powyżej"",""powyzej""]",1195
prędkości,speeds,misc,,"[""speeds""]",1196
wygraliśmy,we won,misc,,"[""we won""]",1197
hammond,hammond,misc,,"[""hammond""]",1198
chleba,bread,misc,,"[""bread""]",1200
powrócił,returned,misc,(also: wracał),"[""returned"",""powrócił"",""powrocil"",""wracał"",""wracal""]",1202
zakończenia,terminations,noun,,"[""terminations""]",1203
bedziemy,we will,misc,,"[""we will""]",1205
sądzimy,judged,misc,,"[""judged""]",1206
opcji,options,misc,(also: opcje),"[""options"",""opcji"",""opcje""]",1207
ralph,ralph,misc,,"[""ralph""]",1208
am,am,misc,,"[""am""]",1209
kuchnia,kitchen,noun,,"[""kitchen""]",1210
diamenty,diamonds,misc,,"[""diamonds""]",1212
szukaliśmy,we were looking for,misc,,"[""we were looking for""]",1213
normalna,normal,adjective,(also: normalnego),"[""normal"",""normalna"",""normalnego""]",1216
wyjątkowego,unique,misc,(also: wyjątkowe),"[""unique"",""wyjątkowego"",""wyjatkowego"",""wyjątkowe"",""wyjatkowe""]",1218
staruszek,old man,misc,(also: staruszku),"[""old man"",""staruszek"",""staruszku""]",1219
wyda,will issue,misc,,"[""will issue""]",1220
wojsku,army,misc,,"[""army""]",1221
personel,staff,misc,(also: personelu),"[""staff"",""personel"",""personelu""]",1223
pocztę,email,misc,,"[""email""]",1224
rytm,rhythm,misc,,"[""rhythm""]",1226
zaczekam,I'll wait,misc,,"[""i'll wait""]",1227
boze,god,misc,,"[""god""]",1229
gene,gene,adjective,,"[""gene""]",1230
gabriel,gabriel,misc,,"[""gabriel""]",1231
podam,give,misc,,"[""give""]",1233
ryzykowne,risky,adjective,,"[""risky""]",1234
wyjściem,output,misc,(also: wyjściu),"[""output"",""wyjściem"",""wyjsciem"",""wyjściu"",""wyjsciu""]",1237
opinia,feedback,noun,,"[""feedback""]",1238
zgłosił,reported,misc,(also: podał),"[""reported"",""zgłosił"",""zglosil"",""podał"",""podal""]",1239
słuchawkę,handset,misc,,"[""handset""]",1240
duszą,soul,misc,,"[""soul""]",1241
elena,elena,adjective,,"[""elena""]",1242
kuzyna,cousin,adjective,,"[""cousin""]",1243
akcję,action,misc,,"[""action""]",1244
wysyłam,I send,misc,,"[""i send""]",1245
mikey,mikey,misc,,"[""mikey""]",1246
rosjanie,russians,noun,,"[""russians""]",1247
śpiączce,coma,misc,,"[""coma""]",1248
album,album,misc,,"[""album""]",1250
odejdziesz,you're gone,misc,,"[""you're gone""]",1251
hot,hot,misc,(also: gorącą),"[""hot"",""gorącą"",""goraca""]",1252
ucha,ears,misc,(also: uszu),"[""ears"",""ucha"",""uszu""]",1255
rola,role of,misc,,"[""role of""]",1256
przyłączyć,join,verb,(also: dołącz),"[""join"",""przyłączyć"",""przylaczyc"",""dołącz"",""dolacz""]",1259
chodz,walk,misc,(also: walk),"[""walk"",""chodz""]",1260
rudy,ore,misc,,"[""ore""]",1261
rozumieją,understand,misc,,"[""understand""]",1262
spałaś,you slept,misc,,"[""you slept""]",1263
czekaliśmy,we waited,misc,,"[""we waited""]",1264
zapłaciłem,I paid,misc,,"[""i paid""]",1265
szczęśliwą,happy,misc,"(also: happy, szczęśliwym)","[""happy"",""szczęśliwą"",""szczesliwa"",""szczęśliwym"",""szczesliwym""]",1266
głupcem,a fool,misc,,"[""a fool"",""fool""]",1268
koloru,color,misc,,"[""color""]",1269
kłamca,liar,misc,,"[""liar""]",1270
ćwiczyć,exercise,verb,,"[""exercise""]",1271
walizkę,case,misc,,"[""case""]",1272
normy,standards,misc,,"[""standards""]",1273
szpiegiem,spy,misc,,"[""spy""]",1274
zawiodłem,I failed,misc,,"[""i failed""]",1275
musiałbym,I would have to,misc,,"[""i would have to""]",1276
poranek,morning,misc,"(also: ranem, ranek)","[""morning"",""poranek"",""ranem"",""ranek""]",1277
owoce,fruits,misc,,"[""fruits""]",1278
życzy,wishes,misc,,"[""wishes""]",1279
słuchu,hearing,misc,(also: słuch),"[""hearing"",""słuchu"",""sluchu"",""słuch"",""sluch""]",1282
â,â,misc,,"[""â""]",1284
status,status,misc,,"[""status""]",1286
wyleczyć,cure,verb,,"[""cure""]",1287
reklamy,ads,misc,,"[""ads""]",1288
ciemne,dark,adjective,,"[""dark""]",1289
ludziska,folks,adjective,,"[""folks""]",1290
królestwa,kingdoms,adjective,,"[""kingdoms""]",1291
wykorzystuje,uses,misc,,"[""uses""]",1292
słowami,in the words of,misc,,"[""in the words of""]",1293
silniejszy,stronger,misc,,"[""stronger""]",1295
powiedzenie,saying,noun,,"[""saying""]",1296
curtis,curtis,misc,,"[""curtis""]",1298
oceny,evaluations,adjective,,"[""evaluations""]",1300
otworzy,will open,misc,,"[""will open""]",1302
pudełka,boxes,misc,"(also: pudła, skrzynki)","[""boxes"",""pudełka"",""pudelka"",""pudła"",""pudla"",""skrzynki""]",1304
krzesła,chairs,misc,,"[""chairs""]",1305
mapy,maps,misc,,"[""maps""]",1307
pragnienie,desire,noun,,"[""desire""]",1308
star,star,misc,(also: gwiazdę),"[""star"",""gwiazdę"",""gwiazde""]",1309
osobowość,personality,noun,,"[""personality""]",1310
poznałaś,you met,misc,,"[""you met""]",1311
lipca,July,misc,,"[""july""]",1312
afryce,africa,misc,(also: afryki),"[""africa"",""afryce"",""afryki""]",1313
małpy,monkeys,misc,,"[""monkeys""]",1315
obiecałam,promised,misc,,"[""promised""]",1317
rasy,breeds,misc,,"[""breeds""]",1318
drodzy,dear,misc,,"[""dear""]",1320
przestanę,I'll stop,misc,,"[""i'll stop""]",1323
własnie,own,adverb,(also: własna),"[""own"",""własnie"",""wlasnie"",""własna"",""wlasna""]",1324
koszty,costs,misc,,"[""costs""]",1327
podróżować,journey,verb,,"[""journey""]",1329
trafiłem,hit,misc,"(also: trafiłeś, trafiła, uderzyła, trafisz, uderzy, uderzyłem, uderzyłeś)","[""hit"",""trafiłem"",""trafilem"",""trafiłeś"",""trafiles"",""trafiła"",""trafila"",""uderzyła"",""uderzyla"",""trafisz"",""uderzy"",""uderzyłem"",""uderzylem"",""uderzyłeś"",""uderzyles""]",1330
wynoście,take out,noun,,"[""take out""]",1332
przyszliście,you came,noun,,"[""you came""]",1333
lance,lance,misc,,"[""lance""]",1334
bawię,I play,misc,,"[""i play""]",1336
seksie,sex,misc,(also: płci),"[""sex"",""seksie"",""płci"",""plci""]",1337
czekała,waited,misc,,"[""waited""]",1338
tokio,tokio,misc,,"[""tokio""]",1339
fiuta,dick,misc,(also: kutasa),"[""dick"",""fiuta"",""kutasa""]",1342
terroryści,terrorists,misc,(also: terrorystów),"[""terrorists"",""terroryści"",""terrorysci"",""terrorystów"",""terrorystow""]",1343
szklankę,glass of,misc,,"[""glass of""]",1345
obcym,foreign,misc,(also: obcego),"[""foreign"",""obcym"",""obcego""]",1346
obiecujesz,you promise,misc,,"[""you promise""]",1347
ari,ari,misc,,"[""ari""]",1348
prywatności,privacy,misc,,"[""privacy""]",1350
uraz,injury,misc,,"[""injury""]",1351
znajomości,acquaintances,misc,,"[""acquaintances""]",1352
spock,spock,misc,,"[""spock""]",1353
tęsknisz,you miss,misc,,"[""you miss""]",1354
księga,book,misc,(also: księgę),"[""book"",""księga"",""ksiega"",""księgę"",""ksiege""]",1356
kolesiem,mate,misc,,"[""mate""]",1358
napaść,assault,misc,,"[""assault""]",1359
złodziejem,thief,misc,,"[""thief""]",1361
domową,homemade,misc,,"[""homemade""]",1363
modlić,pray,verb,(also: módl),"[""pray"",""modlić"",""modlic"",""módl"",""modl""]",1364
istotne,relevant,adjective,"(also: odpowiedniego, odpowiednia)","[""relevant"",""istotne"",""odpowiedniego"",""odpowiednia""]",1365
