polish,english,category,example_pl,example_en,accepted_answers,frequency_rank
magii,magic,misc,Słowo: magii.,Word: magic.,"[""magic""]",697
data,date,misc,Słowo: data.,Word: date.,"[""date""]",698
zaczęliśmy,we started,misc,Słowo: zaczęliśmy.,Word: we started.,"[""we started""]",699
młodych,young,misc,Słowo: młodych.,Word: young.,"[""young""]",700
poziomie,level,misc,Słowo: poziomie.,Word: level.,"[""level""]",701
puszczaj,release,misc,Słowo: puszczaj.,The word: let go.,"[""release""]",702
najwyższy,top,misc,Słowo: najwyższy.,Word: supreme.,"[""top""]",703
weźcie,take,noun,To jest weźcie.,Here's a take.,"[""take""]",704
starczy,enough,misc,Słowo: starczy.,Word: enough.,"[""enough""]",705
bart,bart,misc,Słowo: bart.,Word: bart.,"[""bart""]",706
straciłeś,lost,misc,Słowo: straciłeś.,The word: lost.,"[""lost""]",707
skórę,skin,misc,Słowo: skórę.,Word: leather.,"[""skin""]",708
jeremy,jeremy,misc,Słowo: jeremy.,Word: jeremy.,"[""jeremy""]",709
racje,rations,misc,Słowo: racje.,Word: rationale.,"[""rations""]",710
przeszedł,passed,misc,Słowo: przeszedł.,The word: passed.,"[""passed""]",711
komórkę,cell,misc,Słowo: komórkę.,The word: cell phone.,"[""cell""]",712
robili,they did,misc,Słowo: robili.,Word: they did.,"[""they did""]",713
londynu,london,misc,Słowo: londynu.,Word: london.,"[""london""]",714
samotna,single,adjective,To jest bardzo samotna.,It is very lonely.,"[""single""]",715
umieścić,post,verb,Muszę umieścić dzisiaj.,I have to post today.,"[""post""]",716
poniżej,below,misc,Słowo: poniżej.,Word: below.,"[""below""]",717
przeprowadzić,carry out,verb,Lubię przeprowadzić.,I like to carry out.,"[""carry out""]",718
rzucił,threw,misc,Słowo: rzucił.,The word: dumped.,"[""threw""]",719
żyła,vein,misc,Słowo: żyła.,The word: vein.,"[""vein""]",720
tyler,tyler,misc,Słowo: tyler.,Word: tyler.,"[""tyler""]",721
big,big,misc,Słowo: big.,Word: big.,"[""big""]",722
odwagi,courage,misc,Słowo: odwagi.,The word: courage.,"[""courage""]",723
resztą,the rest,misc,Słowo: resztą.,Word: the rest.,"[""the rest"",""rest""]",724
pilnuj,keep an eye on,misc,Słowo: pilnuj.,Word: watch.,"[""keep an eye on""]",725
pocałować,kiss,verb,Lubię pocałować.,I like to kiss.,"[""kiss""]",726
zamknięta,closed,misc,Słowo: zamknięta.,The word: closed.,"[""closed""]",727
college,college,misc,Słowo: college.,The word: college.,"[""college""]",728
opuścił,left,misc,Słowo: opuścił.,The word: abandoned.,"[""left""]",729
maja,May,misc,Słowo: maja.,Word: maya.,"[""may""]",730
greg,greg,misc,Słowo: greg.,Word: greg.,"[""greg""]",731
swej,its,misc,Słowo: swej.,Word: his.,"[""its""]",732
powody,reasons,misc,Słowo: powody.,Word: reasons.,"[""reasons""]",733
pozostałych,other,misc,Słowo: pozostałych.,Word: others.,"[""other""]",734
wiedzieliśmy,we knew,misc,Słowo: wiedzieliśmy.,Word: we knew.,"[""we knew""]",735
ryzykować,venture,verb,Lubię ryzykować.,I like to take risks.,"[""venture""]",736
wyglądała,looked,misc,Słowo: wyglądała.,Word: she looked.,"[""looked""]",737
poszłam,I went,misc,Słowo: poszłam.,The word: I went.,"[""i went""]",738
dowodu,proof,misc,Słowo: dowodu.,Word: evidence.,"[""proof""]",739
uratował,saved,misc,Słowo: uratował.,The word: saved.,"[""saved""]",740
decyzje,decisions,misc,Słowo: decyzje.,Word: decisions.,"[""decisions""]",741
he,he,misc,Słowo: he.,Word: he.,"[""he""]",742
gaz,gas,misc,Słowo: gaz.,Word: gas.,"[""gas""]",743
spojrzenie,gaze,noun,Widzę spojrzenie tutaj.,I see the look here.,"[""gaze""]",744
odwróć,reverse,misc,Słowo: odwróć.,Word: reverse.,"[""reverse""]",745
wartości,values,misc,Słowo: wartości.,The word: values.,"[""values""]",746
pytaj,ask,misc,Słowo: pytaj.,Word: ask.,"[""ask""]",747
pieprzone,fucking,adjective,To jest bardzo pieprzone.,This is very peppy.,"[""fucking""]",748
nancy,nancy,misc,Słowo: nancy.,Word: nancy.,"[""nancy""]",749
scenę,stage,misc,Słowo: scenę.,The word: scene.,"[""stage""]",750
wchodzić,enter,verb,Lubię wchodzić.,I like to go in.,"[""enter""]",751
laska,cane,noun,To jest laska.,This is a stick.,"[""cane""]",752
sądziłam,thought,misc,Słowo: sądziłam.,Word: thought.,"[""thought""]",753
trafił,hit,misc,Słowo: trafił.,The word: hit.,"[""hit""]",754
przeszkadzać,disturb,verb,Lubię przeszkadzać.,I like to disrupt.,"[""disturb""]",755
rozumiemy,we understand,misc,Słowo: rozumiemy.,Word: we understand.,"[""we understand""]",756
szyi,neck,misc,Słowo: szyi.,Word: neck.,"[""neck""]",757
przyjdą,come,misc,Słowo: przyjdą.,Word: they will come.,"[""come""]",758
żarty,jokes,misc,Słowo: żarty.,Word: jokes.,"[""jokes""]",759
pieniędzmi,money,misc,Słowo: pieniędzmi.,The word: money.,"[""money""]",760
bylo,was,misc,Słowo: bylo.,Word: was.,"[""was""]",761
zakład,plant,misc,Słowo: zakład.,Word: bet.,"[""plant""]",762
gramy,we play,misc,Słowo: gramy.,Word: we play.,"[""we play""]",763
toalety,toilets,misc,Słowo: toalety.,The word: toilets.,"[""toilets""]",764
nosisz,carry,misc,Słowo: nosisz.,Word: carry.,"[""carry""]",765
krzyczeć,shout,verb,Lubię krzyczeć.,I like to shout.,"[""shout""]",766
próbują,are trying,misc,Słowo: próbują.,Word: they are trying.,"[""are trying""]",767
praw,rights,misc,Słowo: praw.,Word: rights.,"[""rights""]",768
umysłu,mind,misc,Słowo: umysłu.,Word: mind.,"[""mind""]",769
historie,stories,misc,Słowo: historie.,The word: stories.,"[""stories""]",770
miliona,million,adjective,To jest bardzo miliona.,This is a very million.,"[""million""]",771
linię,line,misc,Słowo: linię.,Word: line.,"[""line""]",772
członków,members,misc,Słowo: członków.,Word: members.,"[""members""]",773
wbrew,against,misc,Słowo: wbrew.,Word: against.,"[""against""]",774
dało,gave,misc,Słowo: dało.,The word: gave.,"[""gave""]",775
paryżu,paris,misc,Słowo: paryżu.,Word: paris.,"[""paris""]",776
szeryfa,sheriff,misc,Słowo: szeryfa.,Word: sheriff.,"[""sheriff""]",777
upewnij,make sure,misc,Słowo: upewnij.,Word: make sure.,"[""make sure""]",778
głupiego,silly,misc,Słowo: głupiego.,Word: stupid.,"[""silly""]",779
siłą,strength,misc,Słowo: siłą.,Word: by force.,"[""strength""]",780
załogi,crews,misc,Słowo: załogi.,Word: crews.,"[""crews""]",781
re,re,misc,Słowo: re.,Word: re.,"[""re""]",782
robiłam,I did,misc,Słowo: robiłam.,Word: done.,"[""i did""]",783
marty,marty,misc,Słowo: marty.,Word: marty.,"[""marty""]",784
przypominam,recall,misc,Słowo: przypominam.,Word: reminder.,"[""recall""]",785
mili,nice,misc,Słowo: mili.,Word: nice.,"[""nice""]",786
większości,most,misc,Słowo: większości.,Word: majority.,"[""most""]",787
wspaniałą,wonderful,misc,Słowo: wspaniałą.,The word: great.,"[""wonderful""]",788
próbujemy,we try,misc,Słowo: próbujemy.,Word: we are trying.,"[""we try""]",789
pary,pairs,misc,Słowo: pary.,Word: couples.,"[""pairs""]",790
koledzy,colleagues,misc,Słowo: koledzy.,Word: colleagues.,"[""colleagues""]",791
stół,table,misc,Słowo: stół.,The word: table.,"[""table""]",792
maszyna,machine,adjective,To jest bardzo maszyna.,It is very much a machine.,"[""machine""]",793
wizytę,visit,misc,Słowo: wizytę.,The word: visit.,"[""visit""]",794
zwłoki,corpse,misc,Słowo: zwłoki.,The word: corpse.,"[""corpse""]",795
choćby,even if only,misc,Słowo: choćby.,Word: if only.,"[""even if only""]",796
dzieciom,children,misc,Słowo: dzieciom.,Word: children.,"[""children""]",797
któremu,to whom,misc,Słowo: któremu.,Word: to which.,"[""to whom"",""whom""]",798
cooper,cooper,misc,Słowo: cooper.,Word: cooper.,"[""cooper""]",799
przechodzi,passes,misc,Słowo: przechodzi.,The word: passes.,"[""passes""]",800
właścicielem,owner,misc,Słowo: właścicielem.,Word: owner.,"[""owner""]",801
każ,each,misc,Słowo: każ.,The word: każ.,"[""each""]",802
myślała,thought,misc,Słowo: myślała.,The word: she thought.,"[""thought""]",803
obcych,foreign,misc,Słowo: obcych.,Word: strangers.,"[""foreign""]",804
każdemu,to anyone,misc,Słowo: każdemu.,Word: to anyone.,"[""to anyone"",""anyone""]",805
stron,pages,misc,Słowo: stron.,Word: pages.,"[""pages""]",806
plotki,gossip,misc,Słowo: plotki.,The word: gossip.,"[""gossip""]",807
znajomych,friends,misc,Słowo: znajomych.,Word: friends.,"[""friends""]",808
zwolnij,release,misc,Słowo: zwolnij.,The word: slow down.,"[""release""]",809
ślubie,wedding,misc,Słowo: ślubie.,Word: wedding.,"[""wedding""]",810
brown,brown,misc,Słowo: brown.,Word: brown.,"[""brown""]",811
gorące,hot,misc,Słowo: gorące.,The word: hot.,"[""hot""]",812
spróbujmy,let's try,misc,Słowo: spróbujmy.,Word: give it a try.,"[""let's try""]",813
wybieram,I choose,misc,Słowo: wybieram.,The word: I choose.,"[""i choose""]",814
grupę,group,misc,Słowo: grupę.,Word: group.,"[""group""]",815
kapelusz,hat,misc,Słowo: kapelusz.,The word: hat.,"[""hat""]",816
niesamowicie,incredibly,noun,To jest niesamowicie.,This is amazingly.,"[""incredibly""]",817
lasu,forest,misc,Słowo: lasu.,The word: forest.,"[""forest""]",818
koncert,concert,misc,Słowo: koncert.,The word: concert.,"[""concert""]",819
składa,submits,misc,Słowo: składa.,Word: submits.,"[""submits""]",820
sydney,sydney,misc,Słowo: sydney.,Word: sydney.,"[""sydney""]",821
zachowuje,keeps,misc,Słowo: zachowuje.,The word: preserves.,"[""keeps""]",822
opowieść,story,misc,Słowo: opowieść.,The word: story.,"[""story""]",823
butów,shoes,misc,Słowo: butów.,Word: shoes.,"[""shoes""]",824
mieliście,you had,noun,Widzę mieliście tutaj.,I see you had here.,"[""you had""]",825
księżyca,moon,misc,Słowo: księżyca.,The word: moon.,"[""moon""]",826
zaczęłam,I started,misc,Słowo: zaczęłam.,Word: started.,"[""i started""]",827
ciężka,severe,noun,To jest ciężka.,This is a tough one.,"[""severe""]",828
sny,dreams,adjective,To jest bardzo sny.,It is very dreamlike.,"[""dreams""]",829
trzeciej,third,misc,Słowo: trzeciej.,Word: third.,"[""third""]",830
przyjąłem,accepted,misc,Słowo: przyjąłem.,Word: accepted.,"[""accepted""]",831
cieszyć,enjoy,verb,Lubię cieszyć.,I like to enjoy.,"[""enjoy""]",832
następną,next,misc,Słowo: następną.,Word: next.,"[""next""]",833
próbować,try,verb,Lubię próbować.,I like to try.,"[""try""]",834
niespodziankę,surprise,misc,Słowo: niespodziankę.,The word: surprise.,"[""surprise""]",835
wolnego,free,misc,Słowo: wolnego.,Word: free.,"[""free""]",836
sprowadzić,bring,verb,Muszę sprowadzić dzisiaj.,I have to bring today.,"[""bring""]",837
zdolny,able,adjective,To jest bardzo zdolny.,It is a very capable one.,"[""able""]",838
what,what,misc,Słowo: what.,Word: what.,"[""what""]",839
ledwie,barely,adverb,Mówię ledwie po polsku.,I speak barely any Polish.,"[""barely""]",840
ziemią,earth,misc,Słowo: ziemią.,The word: land.,"[""earth""]",841
beth,beth,misc,Słowo: beth.,Word: beth.,"[""beth""]",842
taaa,taaa,misc,Słowo: taaa.,Word: taaa.,"[""taaa""]",843
członkiem,member,misc,Słowo: członkiem.,Word: member.,"[""member""]",844
uciekła,escaped,misc,Słowo: uciekła.,The word: escaped.,"[""escaped""]",845
patrick,patrick,misc,Słowo: patrick.,Word: patrick.,"[""patrick""]",846
użył,used,misc,Słowo: użył.,Word: used.,"[""used""]",847
robiliśmy,we did,misc,Słowo: robiliśmy.,Word: we did.,"[""we did""]",848
doskonały,perfect,misc,Słowo: doskonały.,Word: perfect.,"[""perfect""]",849
draniu,dish,misc,Słowo: draniu.,Word: bastard.,"[""dish""]",850
słusznie,rightly,adverb,Mówię słusznie po polsku.,I am speaking rightly in Polish.,"[""rightly""]",851
numery,numbers,misc,Słowo: numery.,Word: numbers.,"[""numbers""]",852
największym,greatest,misc,Słowo: największym.,Word: biggest.,"[""greatest""]",853
niebieski,blue,adjective,To jest bardzo niebieski.,It is very blue.,"[""blue""]",854
paige,paige,misc,Słowo: paige.,Word: paige.,"[""paige""]",855
lekko,slightly,noun,Widzę lekko tutaj.,I see slightly here.,"[""slightly""]",856
prawnik,lawyer,misc,Słowo: prawnik.,Word: lawyer.,"[""lawyer""]",857
dziewczynką,girl,misc,Słowo: dziewczynką.,Word: a girl.,"[""girl""]",858
ciepło,heat,misc,Słowo: ciepło.,The word: heat.,"[""heat""]",859
warta,worth,misc,Słowo: warta.,Word: worth.,"[""worth""]",860
odbierz,pick up,misc,Słowo: odbierz.,Word: pick up.,"[""pick up""]",861
dzieciaków,kids,misc,Słowo: dzieciaków.,Word: kids.,"[""kids""]",862
howard,howard,misc,Słowo: howard.,Word: howard.,"[""howard""]",863
mordercy,killers,misc,Słowo: mordercy.,The word: murderers.,"[""killers""]",864
wyjechał,left,misc,Słowo: wyjechał.,The word: left.,"[""left""]",865
oj,oj,misc,Słowo: oj.,Word: oj.,"[""oj""]",866
domów,homes,misc,Słowo: domów.,Word: houses.,"[""homes""]",867
agentem,agent,misc,Słowo: agentem.,Word: agent.,"[""agent""]",868
wyślę,send,misc,Słowo: wyślę.,Word: will send.,"[""send""]",869
natury,natures,misc,Słowo: natury.,Word: nature.,"[""natures""]",870
bruce,bruce,misc,Słowo: bruce.,Word: bruce.,"[""bruce""]",871
morza,seas,misc,Słowo: morza.,Word: seas.,"[""seas""]",872
rośnie,grows,adverb,Mówię rośnie po polsku.,I speak growing Polish.,"[""grows""]",873
mozesz,moz,misc,Słowo: mozesz.,Word: you can.,"[""moz""]",874
tacie,daddy,noun,To jest tacie.,It's a pop.,"[""daddy""]",875
ów,that,misc,Słowo: ów.,Word: THEM.,"[""that""]",876
bohater,hero,misc,Słowo: bohater.,Word: hero.,"[""hero""]",877
kara,penalty,misc,Słowo: kara.,The word: punishment.,"[""penalty""]",878
ofiarę,victim,misc,Słowo: ofiarę.,The word: sacrifice.,"[""victim""]",879
trafić,hit,verb,Muszę trafić dzisiaj.,I need to hit today.,"[""hit""]",880
uderzyć,impact,verb,Muszę uderzyć dzisiaj.,I need to strike today.,"[""impact""]",881
potwór,monster,misc,Słowo: potwór.,The word: monster.,"[""monster""]",882
jo,jo,misc,Słowo: jo.,Word: yo.,"[""jo""]",883
zmusić,force,verb,Muszę zmusić dzisiaj.,I have to force today.,"[""force""]",884
hello,hello,misc,Słowo: hello.,Word: hello.,"[""hello""]",885
wchodzimy,enter,misc,Słowo: wchodzimy.,The word: in.,"[""enter""]",886
samochodów,cars,misc,Słowo: samochodów.,Word: cars.,"[""cars""]",887
drzwiach,doors,misc,Słowo: drzwiach.,Word: door.,"[""doors""]",888
zgadnę,my guess,misc,Słowo: zgadnę.,Word: guess.,"[""my guess""]",889
wrażeniem,impression,misc,Słowo: wrażeniem.,The word: impression.,"[""impression""]",890
przyjęciu,reception,misc,Słowo: przyjęciu.,Word: adoption.,"[""reception""]",891
baw,play,misc,Słowo: baw.,Word: baw.,"[""play""]",892
piętrze,floor,adverb,Mówię piętrze po polsku.,I speak first floor Polish.,"[""floor""]",893
wchodź,enter,misc,Słowo: wchodź.,Word: get in.,"[""enter""]",894
zoe,zoe,misc,Słowo: zoe.,Word: zoe.,"[""zoe""]",895
dowiesz,find out,misc,Słowo: dowiesz.,Word: prove.,"[""find out""]",896
pewności,certainties,misc,Słowo: pewności.,Word: certainties.,"[""certainties""]",897
gardło,throat,misc,Słowo: gardło.,Word: throat.,"[""throat""]",898
niezwykle,extremely,misc,Słowo: niezwykle.,Word: extremely.,"[""extremely""]",899
świętego,saint,misc,Słowo: świętego.,Word: saint.,"[""saint""]",900
pańską,your,misc,Słowo: pańską.,Word: the Lord's.,"[""your""]",901
pożar,fire,misc,Słowo: pożar.,The word: fire.,"[""fire""]",902
zaprosić,invite,verb,Muszę zaprosić dzisiaj.,I have to invite today.,"[""invite""]",903
kamera,camera,misc,Słowo: kamera.,The word: camera.,"[""camera""]",904
wiedzy,knowledge,misc,Słowo: wiedzy.,Word: knowledge.,"[""knowledge""]",905
zabójcy,killers,misc,Słowo: zabójcy.,The word: killers.,"[""killers""]",906
ricky,ricky,misc,Słowo: ricky.,Word: ricky.,"[""ricky""]",907
dużego,large,misc,Słowo: dużego.,Word: large.,"[""large""]",908
powtórzyć,repeat,verb,Lubię powtórzyć.,I like to repeat.,"[""repeat""]",909
wydziału,department,misc,Słowo: wydziału.,Word: department.,"[""department""]",910
każe,prompts,misc,Słowo: każe.,The word: cautions.,"[""prompts""]",911
wielkich,great,misc,Słowo: wielkich.,Word: great.,"[""great""]",912
cycki,tits,misc,Słowo: cycki.,Word: boobs.,"[""tits""]",913
któryś,any,misc,Słowo: któryś.,Word: any.,"[""any""]",914
kurczaka,chicken,noun,To jest kurczaka.,This is a chicken.,"[""chicken""]",915
występ,performance,misc,Słowo: występ.,Word: performance.,"[""performance""]",916
krótko,briefly,noun,Widzę krótko tutaj.,I see briefly here.,"[""briefly""]",917
rory,rory,misc,Słowo: rory.,Word: rory.,"[""rory""]",918
garażu,garage,misc,Słowo: garażu.,The word: garage.,"[""garage""]",919
zaatakował,attacked,misc,Słowo: zaatakował.,The word: attacked.,"[""attacked""]",920
panny,misses,adjective,To jest bardzo panny.,It is very maiden.,"[""misses""]",921
morze,sea,adverb,Mówię morze po polsku.,I speak the sea in Polish.,"[""sea""]",922
plecami,back,misc,Słowo: plecami.,Word: back.,"[""back""]",923
abyśmy,so that we,misc,Słowo: abyśmy.,Word: to make us.,"[""so that we""]",924
fantastycznie,fantastically,adverb,Mówię fantastycznie po polsku.,I speak fantastic Polish.,"[""fantastically""]",925
więzienie,prison,noun,Widzę więzienie tutaj.,I see a prison here.,"[""prison""]",926
wróciłam,returned,misc,Słowo: wróciłam.,Word: I'm back.,"[""returned""]",927
stworzył,created,misc,Słowo: stworzył.,Word: created.,"[""created""]",928
czwartek,Thursday,noun,Widzę czwartek tutaj.,I see Thursday here.,"[""thursday""]",929
wyjaśnię,let me explain,misc,Słowo: wyjaśnię.,Word: I will explain.,"[""let me explain""]",930
kościele,church,misc,Słowo: kościele.,Word: church.,"[""church""]",931
roli,role of,misc,Słowo: roli.,Word: role.,"[""role of""]",932
sprawdzam,check,misc,Słowo: sprawdzam.,Word: check.,"[""check""]",933
punktów,points,misc,Słowo: punktów.,Word: points.,"[""points""]",934
catherine,catherine,adjective,To jest bardzo catherine.,This is very catherine.,"[""catherine""]",935
imprezy,events,misc,Słowo: imprezy.,Word: events.,"[""events""]",936
związane,related,adjective,To jest bardzo związane.,This is very much related.,"[""related""]",937
jamie,jamie,misc,Słowo: jamie.,Word: jamie.,"[""jamie""]",938
rachunki,accounts,misc,Słowo: rachunki.,The word: bills.,"[""accounts""]",939
krzywdy,wrongs,misc,Słowo: krzywdy.,The word: wrongs.,"[""wrongs""]",940
laski,sticks,adjective,To jest bardzo laski.,It's very chick-lit.,"[""sticks""]",941
wendy,wendy,misc,Słowo: wendy.,Word: wendy.,"[""wendy""]",942
nadzieja,hope,misc,Słowo: nadzieja.,The word: hope.,"[""hope""]",943
ekstra,extra,misc,Słowo: ekstra.,Word: extra.,"[""extra""]",944
próbowałeś,tried,misc,Słowo: próbowałeś.,Word: you tried.,"[""tried""]",945
west,west,misc,Słowo: west.,Word: west.,"[""west""]",946
zadaniem,task,misc,Słowo: zadaniem.,Word: task.,"[""task""]",947
uczuć,feelings,misc,Słowo: uczuć.,The word: feelings.,"[""feelings""]",948
towarzystwa,societies,adjective,To jest bardzo towarzystwa.,It is very social.,"[""societies""]",949
zabawę,fun,misc,Słowo: zabawę.,The word: fun.,"[""fun""]",950
zamienić,swap,verb,Muszę zamienić dzisiaj.,I need to switch today.,"[""swap""]",951
baby,baby,misc,Słowo: baby.,Word: baby.,"[""baby""]",952
spał,slept,misc,Słowo: spał.,The word: slept.,"[""slept""]",953
powiedziano,said,misc,Słowo: powiedziano.,Word: said.,"[""said""]",954
zajmuję,I occupy,misc,Słowo: zajmuję.,Word: occupy.,"[""i occupy""]",955
emma,emma,misc,Słowo: emma.,Word: emma.,"[""emma""]",956
lotu,flight,misc,Słowo: lotu.,Word: flight.,"[""flight""]",957
poznał,met,misc,Słowo: poznał.,The word: met.,"[""met""]",958
weźmie,will take,misc,Słowo: weźmie.,The word: will take.,"[""will take""]",959
uwielbia,loves,misc,Słowo: uwielbia.,The word: adores.,"[""loves""]",960
niedzielę,Sunday,misc,Słowo: niedzielę.,The word: Sunday.,"[""sunday""]",961
wyzwanie,challenge,noun,To jest wyzwanie.,That's the challenge.,"[""challenge""]",962
allison,allison,misc,Słowo: allison.,Word: allison.,"[""allison""]",963
so,so,misc,Słowo: so.,Word: so.,"[""so""]",964
dziwką,whore,misc,Słowo: dziwką.,The word: slut.,"[""whore""]",965
oddzwonię,call back,misc,Słowo: oddzwonię.,Word: call back.,"[""call back""]",966
próbki,samples,misc,Słowo: próbki.,Word: samples.,"[""samples""]",967
konto,account,misc,Słowo: konto.,Word: account.,"[""account""]",968
zabawić,entertain,verb,Muszę zabawić dzisiaj.,I have to entertain today.,"[""entertain""]",969
piekle,hell,misc,Słowo: piekle.,Word: hell.,"[""hell""]",970
małżeństwem,marriage,misc,Słowo: małżeństwem.,The word: marriage.,"[""marriage""]",971
ufasz,you trust,misc,Słowo: ufasz.,The word: trust.,"[""you trust""]",972
johnson,johnson,misc,Słowo: johnson.,Word: johnson.,"[""johnson""]",973
marcus,marcus,misc,Słowo: marcus.,Word: marcus.,"[""marcus""]",974
śmiesz,dare,misc,Słowo: śmiesz.,The word: ridiculous.,"[""dare""]",975
kenny,kenny,adjective,To jest bardzo kenny.,This is very kenny.,"[""kenny""]",976
podzielić,split,verb,Lubię podzielić.,I like to share.,"[""split""]",977
imprezie,event,misc,Słowo: imprezie.,Word: party.,"[""event""]",978
bezpieczni,safe,misc,Słowo: bezpieczni.,The word: safe.,"[""safe""]",979
zamku,castle,misc,Słowo: zamku.,Word: castle.,"[""castle""]",980
płaszcz,coat,misc,Słowo: płaszcz.,Word: coat.,"[""coat""]",981
wręcz,even,misc,Słowo: wręcz.,Word: even.,"[""even""]",982
zebrać,harvest,verb,Lubię zebrać.,I like to collect.,"[""harvest""]",983
angela,angela,misc,Słowo: angela.,Word: angela.,"[""angela""]",984
oszalałeś,you're crazy,misc,Słowo: oszalałeś.,Word: you're crazy.,"[""you're crazy""]",985
vincent,vincent,misc,Słowo: vincent.,Word: vincent.,"[""vincent""]",986
alkohol,alcohol,misc,Słowo: alkohol.,The word: alcohol.,"[""alcohol""]",987
carlos,carlos,misc,Słowo: carlos.,Word: carlos.,"[""carlos""]",988
dana,dana,adjective,To jest bardzo dana.,This is very dana.,"[""dana""]",989
ooh,ooh,misc,Słowo: ooh.,Word: ooh.,"[""ooh""]",990
przyznaję,grant,misc,Słowo: przyznaję.,Word: acknowledge.,"[""grant""]",991
sposobu,way,misc,Słowo: sposobu.,Word: way.,"[""way""]",992
głosy,votes,misc,Słowo: głosy.,Word: voices.,"[""votes""]",993
kina,cinemas,adjective,To jest bardzo kina.,It is very cinematic.,"[""cinemas""]",994
planetę,planet,misc,Słowo: planetę.,The word: planet.,"[""planet""]",995
straty,losses,misc,Słowo: straty.,Word: losses.,"[""losses""]",996
carrie,carrie,misc,Słowo: carrie.,Word: carrie.,"[""carrie""]",997
maszyny,machines,adjective,To jest bardzo maszyny.,It is very much a machine.,"[""machines""]",998
bazie,base,misc,Słowo: bazie.,Word: base.,"[""base""]",999
kamerę,camera,misc,Słowo: kamerę.,The word: camera.,"[""camera""]",1000
wracajcie,return,noun,Widzę wracajcie tutaj.,I see come back here.,"[""return""]",1001
twardy,hard,misc,Słowo: twardy.,Word: tough.,"[""hard""]",1002
zostawiłeś,left,misc,Słowo: zostawiłeś.,Word: left.,"[""left""]",1003
tłum,crowd,misc,Słowo: tłum.,Word: translate.,"[""crowd""]",1004
spotkałam,I met,misc,Słowo: spotkałam.,Word: met.,"[""i met""]",1005
zabiera,takes,misc,Słowo: zabiera.,The word: takes away.,"[""takes""]",1006
byl,was,misc,Słowo: byl.,Word: perennial.,"[""was""]",1007
stanąć,stand,verb,Lubię stanąć.,I like to stand.,"[""stand""]",1008
paula,paula,misc,Słowo: paula.,Word: paula.,"[""paula""]",1009
porę,time,misc,Słowo: porę.,Word: timing.,"[""time""]",1010
michelle,michelle,misc,Słowo: michelle.,Word: michelle.,"[""michelle""]",1011
zrobiło,made,misc,Słowo: zrobiło.,Word: it did.,"[""made""]",1012
frankie,frankie,misc,Słowo: frankie.,Word: frankie.,"[""frankie""]",1013
sprawiedliwość,justice,noun,Widzę sprawiedliwość tutaj.,I see justice here.,"[""justice""]",1014
wujka,uncle,noun,Widzę wujka tutaj.,I see an uncle here.,"[""uncle""]",1015
sezon,season,misc,Słowo: sezon.,The word: season.,"[""season""]",1016
przestaniesz,stop,misc,Słowo: przestaniesz.,Word: you will stop.,"[""stop""]",1017
łapy,paws,misc,Słowo: łapy.,The word: paws.,"[""paws""]",1018
powierzchni,surfaces,misc,Słowo: powierzchni.,Word: surface.,"[""surfaces""]",1019
mieszkał,lived,misc,Słowo: mieszkał.,The word: lived.,"[""lived""]",1020
zjedz,eat,misc,Słowo: zjedz.,The word: eat.,"[""eat""]",1021
zabrała,took,misc,Słowo: zabrała.,Word: she took.,"[""took""]",1022
opowiem,tell,misc,Słowo: opowiem.,Word: will tell.,"[""tell""]",1023
mistrzem,champion,misc,Słowo: mistrzem.,Word: champion.,"[""champion""]",1024
lato,summer,misc,Słowo: lato.,The word: summer.,"[""summer""]",1025
granicę,border,misc,Słowo: granicę.,Word: border.,"[""border""]",1026
wyjdziemy,come out,misc,Słowo: wyjdziemy.,Word: we will leave.,"[""come out""]",1027
mm,mm,misc,Słowo: mm.,Word: mm.,"[""mm""]",1028
szampana,champagne,adjective,To jest bardzo szampana.,This is very champagne.,"[""champagne""]",1029
bolało,hurt,misc,Słowo: bolało.,Word: it hurt.,"[""hurt""]",1030
domyślam,guess,misc,Słowo: domyślam.,Word: guess.,"[""guess""]",1031
starą,old,misc,Słowo: starą.,Word: old.,"[""old""]",1032
bezpośrednio,directly,misc,Słowo: bezpośrednio.,Word: direct.,"[""directly""]",1033
ni,ni,misc,Słowo: ni.,Word: ni.,"[""ni""]",1034
zauważył,noted,misc,Słowo: zauważył.,Word: noticed.,"[""noted""]",1035
nagrania,recordings,noun,To jest nagrania.,This is a recording.,"[""recordings""]",1036
wprowadzić,enter,verb,Lubię wprowadzić.,I like to introduce.,"[""enter""]",1037
wygląd,appearance,misc,Słowo: wygląd.,Word: appearance.,"[""appearance""]",1038
dokończyć,complete,verb,Lubię dokończyć.,I like to finish.,"[""complete""]",1039
linia,line,noun,Widzę linia tutaj.,I see a line here.,"[""line""]",1040
sercem,by heart,misc,Słowo: sercem.,The word: heart.,"[""by heart""]",1041
pojawia,appears,misc,Słowo: pojawia.,Word: appears.,"[""appears""]",1042
zabicie,killing,noun,To jest zabicie.,That's the killing.,"[""killing""]",1043
przestępstwo,crime,noun,To jest przestępstwo.,This is a crime.,"[""crime""]",1044
hollywood,hollywood,misc,Słowo: hollywood.,Word: hollywood.,"[""hollywood""]",1045
wrogiem,enemy,misc,Słowo: wrogiem.,The word: enemy.,"[""enemy""]",1046
trzecia,third,misc,Słowo: trzecia.,Word: third.,"[""third""]",1047
jedźmy,Let's go,misc,Słowo: jedźmy.,The word: let's go.,"[""let's go""]",1048
